2000-Q1 	2000-Q2 	2000-Q3 	2000-Q4 	2001-Q1 	2001-Q2 	2001-Q3 	2001-Q4 	2002-Q1 	2002-Q2 	2002-Q3 	2002-Q4 	2003-Q1 	2003-Q2 	2003-Q3 	2003-Q4 	2004-Q1 	2004-Q2 	2004-Q3 	2004-Q4 	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3
69.9 		70.6 		70.9 		71.7 		72.0 		72.6 		72.9 		72.8 		73.8 		74.2 		74.5 		74.5 		75.4 		75.9 		76.0 		76.2 		77.1 		78.9 		79.5 		79.5 		80.4 		80.8 		81.0 		82.0 		83.4 		84.2 		85.1 		85.9 		86.7 		88.4 		88.8 		89.4 		90.5 		92.9 		94.3 		92.6 		92.3 		92.0 		92.1 		92.2 		92.5 		93.6 		93.7 		94.3 		95.6 		96.7 		97.5 		97.8 		98.1 		99.2 		99.0 		98.8 		99.2 		99.1 		98.8 		99.0 		99.6 		99.2 		99.6 		99.6 		100.0 		99.9 		100.0 		100.1 		99.9 		100.5 		101.2 		101.5 		102.0 		102.6 		103.2 		103.6 		104.3 		105.2 		106.4 		106.4 		107.1 		107.9 		108.0 		108.5 		108.9 		108.8 		109.3
