2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3
84.6 	85.0 	85.9 	86.4 	87.7 	88.8 	89.4 	90.5 	92.9 	93.1 	93.3 	92.4 	89.3 	87.4 	87.2 	87.0 	87.0 	87.6 	88.4 	89.5 	90.8 	91.8 	92.1 	92.7 	93.2 	93.7 	93.7 	94.1 	94.2 	94.9 	95.4 	95.9 	96.5 	97.1 	97.7 	98.2 	98.9 	99.8 	100.2 	101.1 	101.6 	102.3 	102.9 	103.8 	105.0 	105.8 	106.9 	108.2 	109.8 	111.5 	112.0 	113.1 	114.5 	115.3 	116.0 	115.4 	114.5 	104.4 	108.8
