2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3
89.4 	90.7 	91.4 	91.0 	91.3 	92.3 	92.8 	93.9 	95.3 	97.2 	99.1 	96.6 	94.2 	93.1 	92.9 	93.1 	94.2 	95.9 	96.6 	97.3 	99.6 	101.0 	101.4 	101.8 	102.9 	103.2 	103.6 	103.5 	103.5 	102.7 	102.8 	102.4 	102.1 	101.8 	101.8 	101.1 	100.2 	100.9 	100.0 	99.0 	97.3 	97.6 	98.3 	99.5 	101.0 	100.7 	100.4 	101.4 	102.0 	103.0 	104.4 	104.7 	104.5 	104.4 	104.0 	104.0 	103.4 	100.7 	101.4
